;Babiš;Zeman;Schillerová;Okamura;Hamáček;Havlíček;Salvini;Maláčová;Havel;Trump;Klaus;Le Pen;Merkelová;Orbán;Kalousek;Brabec;Vojtěch;Jourová;Gott;Putin;Masaryk;Johnson;Macron;Fiala;Toman;Hřib;Juncker;Kreml;Dostálová;Benešová;Petříček;Palach;von der Leyen;Kubera;Plaga;Čaputová;Soros;David;Ťok;Soukup;Moravec;Staněk;Wilderse;Nováková;Sobotka;Zahradil;Michálek;Šmarda;Koněv;Bartoš;Erdogan;Hitler;Pellegrini;Dvořák;Vondráček;Morawiecki;Staňka;Beneš;Novák;Filip;Horáková;Charanzová;Faltýnek;Feri;Šojdrová;Schwarzenberg;Dzurilla;Dlabajová;Scheinherr;Hrnčíř;Hlaváček;Makron;Vystrčil;Kellner;Zdechovský;Volný;Klaus ml;Čunek;Blaško;Mynář;Kramář;Zaorálek;Jaklo;Novotný;Mayová;Skopeček;Duka;Komenský;Polčák;Svoboda;Ondráček;Válková;Pospíšil;Smoljak;Metnar;Thunberg;Timmermans;Prouza;Hnilička;Němcová;Nacher;černý;Baťa;Rakušan;Niedermayer;Čižinský;Chramostová;Tusk;Gajdůšková;Dostál;Wilder;Czernin;Bakala;Foldyna;Opat;Doležal;Horák;Němec;Jágr;Stalin;Veselý;Juříček;Jerman;Peksa;Lasvignes;Hlubuček;Cook;Kovanda;Kobza;M;Koudelka;Heydrich;Morawieckiego;Středula;Kněžínek;Telička;Stanjura;Sehnalová;Schubert;Weber;B;Bárta;Výborný;Mátl;Bettel;Rozner;Farage;Baxa;Gottem;Benda;Pavel;P;š;Tošenovský;Pupavová;DICKFELD;Lukeš;Pošarová;Čermák;Zima;Jarolím;Valenta;Semín;král;Ježek;Rychetský;Kolaja;Adamowicz;Trestík;Jakl;Dopita;Běrsko;Hahnová;Henner;Paul;Vašíček;Vostenak;Mitterwald;NOS;Schmeidler;Bělobrádek;Poche;Ovčáček;Nečas;Gregorová;Szijjártó;Opletal;Bartha;Hilšer;Sáblíková;Jelínek;Zažímalová;Arajma;Janda;Rath;May;Zelenský;Konečná;Špidlík;Vondra;Špidla;Kuciak;Plenković;Albright;Navrátil;Schäuble;Balda;Šarocha;Brežněv;Gazdík;Farský;Zikmund;Lukl;Kovář;Brada;Paroubek;Šaroch;Stehlík;Giuliani;Jakeš;Jílková;Vestager;Závodský;Winton;Guaidó;Vorlíček;Adamová;Pekarová;Vildumetzová;Michel;Štětina;Kraus;Kundera;Poc;Čunka;Kroupa;Burešová;Suchý;Šefčovič;Majerová;Kretschmer;Hus;Topolánek;H;Palacký;Bartošek;Farewell;Lhoťan;kurz;Juchelka;Luzar;Václavec;Tesař;Erdoğan;Charanzov;Macháčkem;Reagan;Dlouhý;Pokorný;Pithart;Zaeva;Seluckou;Gross;Verhofstadt;Hanuš;Fico;Ćwioro;Míle;Dobšík;Lux;Fajt;Onderka;Krutílek;Chauhan;Mitrofanova;Horská;Grospič;Cimrman;Diallo;Mrázek;Strache;Pík;Charvát;Bradáčová;Benešův;Fridrich;Stránský;Švejk;Vrecion;Čapka;Polák;Semína;Robinson;Zelenskym;Koněvovi;Dancilaovou;Gerlocha;Dienstbier;Růžička;Burlac
Klaus;0,0434;0,06547;0,03377;0,03575;0,02807;0,03756;0;0,03241;0,08955;0;0;0;0,02686;0,02749;0,01386;0,01386;0,02794;0,02817;0;0;0,01513;0;0;0,06172;0,01559;0;0,03183;0,04826;0,06506;0,0488;0;0,01725;0;0;0,0531;0;0;0,01794;0;0;0;0,05786;0;0;0,0196;0;0,021;0;0;0;0;0;0;0;0,02227;0,02227;0,02227;0,02227;0;0,02275;0;0;0,02326;0,06979;0;0,04762;0,07143;0;0;0;0,0488;0;0;0,02503;0,02503;0;0,10287;0;0;0;0;0,02646;0,02646;0;0;0,02646;0,05455;0;0,05455;0;0;0,05634;0;0,02817;0,05832;0;0;0;0;0,02916;0,02916;0;0;0;0;0;0;0;0;0,0315;0;0;0;0;0,0329;0;0;0;0,0329;0;0,0329;0;0,0329;0;0;0;0,0345;0;0,0345;0;0,0345;0;0;0;0,0345;0;0,03637;0;0;0;0;0,03637;0;0;0,03637;0;0,03637;0,03637;0;0,03637;0,03637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04124;0;0;0;0;0;0,04454;0;0;0,04454;0;0;0;0;0;0;0;0;0;0,04454;0;0;0;0,04454;0,04454;0;0;0;0;0;0;0;0,04454;0,04454;0;0;0;0;0;0;0;0;0;0,0488;0;0;0;0;0;0;0;0;0;0;0;0;0,14639;0;0;0;0,0488;0;0;0,09759;0;0;0;0;0;0;0;0,0488;0,09759;0;0;0;0,0488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0488;0;0;0;0;0;0;0;0;0;0;0;0
Le Pen;0,02025;0,01222;0;0,15013;0,01048;0;0,52418;0;0;0,0131;0;0;0,15038;0,1847;0;0;0;0,01577;0;0,01663;0;0;0,11975;0;0;0;0,14256;0;0;0;0;0;0,03913;0;0;0;0,12051;0,20085;0;0,02065;0,02065;0,0216;0,60471;0;0;0;0;0;0;0;0,02443;0,02443;0;0,02494;0;0;0;0,02494;0;0;0;0;0;0;0;0;0;0;0;0,16391;0;0,05606;0;0;0;0,0288;0;0;0,25916;0;0;0;0;0,17778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,38794;0;0,03684;0;0;0,22101;0,22101;0;0;0,03684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,24434;0;0;0;0;0;0;0;0,08145;0;0;0;0;0;0;0;0,25916;0,25916;0,25916;0,25916;0,25916;0;0;0;0;0;0;0;0;0;0;0,04618;0,27705;0,27705;0,27705;0,27705;0,27705;0,27705;0,27705;0,27705;0,27705;0,27705;0;0;0;0;0;0,04618;0;0;0;0;0;0;0;0;0;0;0;0,04618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04988;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05464;0;0;0;0,05464;0,05464;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Merkelová;0,02856;0,04924;0,01905;0,04034;0,02111;0,03178;0,19952;0;0,02526;0,02639;0,02686;0,15038;0;0,10856;0;0,01563;0,03152;0;0;0,01675;0;0;0,39643;0;0,01758;0;0,46682;0,01815;0,01835;0,0367;0,01946;0;0,07884;0;0;0,01997;0,26307;0,02024;0;0;0;0;0,04352;0;0;0,02326;0;0;0;0;0;0,02462;0,04924;0;0;0;0;0;0,02567;0;0;0,05133;0;0;0,05372;0;0,02686;0,05372;0;0;0;0,08472;0;0;0,02824;0,02901;0;0;0,05803;0;0;0;0;0;0;0;0;0;0,03077;0,03077;0;0;0,03178;0;0;0;0,0329;0;0;0;0,0329;0;0;0;0;0;0;0,06828;0;0;0,07107;0;0;0;0;0;0;0;0,11134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,03892;0,03892;0;0,04103;0;0,04103;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04352;0;0;0;0;0;0;0;0;0;0;0,04352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04652;0;0;0;0;0;0,09305;0;0,04652;0;0;0;0;0;0;0;0,04652;0;0,04652;0;0;0;0;0;0;0;0;0,1005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05025;0;0,05025;0,05505;0;0;0;0;0;0;0;0;0;0;0,1101;0;0;0;0;0;0;0;0;0;0,05505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05505;0;0;0;0;0;0;0;0,1101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Orbán;0,02506;0,0252;0,04875;0,03096;0,02161;0,06506;0,1922;0,02495;0,03878;0,04052;0,02749;0,1847;0,10856;0;0;0,032;0,09679;0,0488;0;0,06858;0,01747;0;0,12349;0,01782;0,018;0,018;0,11026;0,0743;0,05634;0,05634;0;0,01992;0,02017;0;0,04088;0;0,08285;0,04142;0;0;0,0213;0,04454;0,11136;0;0,02263;0,02381;0,02425;0;0;0;0,0504;0;0,20158;0,02572;0;0,18002;0,02572;0;0,02627;0;0;0,02627;0;0,02686;0;0;0,02749;0,02749;0;0;0;0,08671;0;0;0;0,0297;0;0,05939;0,05939;0;0,03056;0;0;0;0;0;0;0;0;0;0;0,03253;0,03253;0;0,03367;0;0;0;0,03367;0;0,03367;0;0,03367;0;0;0;0;0;0;0;0,07274;0;0;0;0;0;0;0;0,07597;0,03799;0;0;0;0;0;0,03984;0,03984;0,03984;0;0;0;0;0;0;0;0;0;0;0;0,042;0;0;0;0,042;0;0;0,08399;0;0;0,042;0,042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04762;0;0;0;0;0;0;0;0;0;0;0,04762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04762;0;0;0;0;0;0;0;0;0,20574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05143;0;0;0;0;0;0;0;0;0;0;0;0,11269;0;0;0;0,11269;0;0;0;0,05634;0;0;0;0;0,05634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05634;0,05634;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kalousek;0,07999;0;0,02948;0,02081;0,04356;0,01093;0;0,01257;0;0,01362;0,01386;0;0;0;0;0,01613;0,01626;0;0;0;0;0,03522;0,01778;0,14368;0,01814;0;0;0,01873;0,01893;0;0,02008;0;0;0;0;0;0;0;0;0;0,02147;0;0;0;0,02281;0,024;0,04888;0,04888;0;0,12453;0;0;0;0;0,02592;0;0,02592;0,02592;0;0;0;0;0,02708;0,02708;0;0,05543;0;0;0;0;0;0;0;0;0,02914;0;0,02993;0;0;0;0;0;0;0;0;0,0616;0;0;0;0;0,03279;0;0;0;0;0;0;0;0;0;0;0;0;0,03522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,03829;0;0;0;0;0;0;0;0;0;0;0,04016;0;0;0,04233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,15554;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0568;0;0;0;0,0568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brabec;0,0421;0,01905;0,16707;0;0,05445;0,2514;0;0,0503;0,02606;0,04085;0,01386;0;0,01563;0,032;0,01613;0;0,21139;0,08198;0,01668;0;0,05284;0,03522;0,05335;0,01796;0,127;0,09071;0,01852;0,24343;0,17039;0,11359;0,06024;0;0,12202;0;0,10301;0;0;0;0,02088;0;0,02147;0,0449;0;0,02245;0,06843;0,024;0,02444;0,02444;0;0;0;0;0,0254;0;0,05185;0,02592;0,05185;0,05185;0,02648;0;0;0,05296;0;0;0,05543;0;0,13857;0,05543;0;0;0,0284;0,02914;0;0;0;0;0;0;0;0;0;0,0308;0;0;0;0;0;0,03175;0,03175;0,03175;0;0,03279;0,06558;0;0,13577;0;0;0;0,06788;0;0,16971;0;0,03394;0;0;0;0;0,03522;0;0,03666;0;0;0,03829;0;0;0;0;0;0;0;0;0;0,03829;0;0;0;0,04016;0;0;0,04016;0;0;0;0,04016;0,08032;0,04016;0,04233;0,04233;0;0;0,04233;0;0;0,04233;0;0;0;0;0;0;0;0;0;0,0449;0;0;0;0;0;0,0449;0;0;0;0,0898;0,0449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,048;0;0;0;0;0;0,096;0;0;0;0;0,096;0;0;0;0;0,048;0;0;0,05185;0;0;0;0;0;0;0;0;0;0;0;0,05185;0,05185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1037;0,05185;0,05185;0;0,05185;0,0568;0;0;0;0;0;0;0;0;0,0568;0;0;0;0;0;0,0568;0;0;0;0;0;0,11359;0;0;0,0568;0;0;0;0;0;0;0,0568;0;0;0,0568;0,11359;0;0,0568;0;0;0,0568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vojtěch;0,03396;0,0064;0,19816;0;0,06587;0,26447;0;0,05071;0,07882;0,05491;0,02794;0;0,03152;0,09679;0,01626;0,21139;0;0,03306;0,03362;0;0,07102;0,05327;0,07171;0,03621;0,12804;0,10975;0,01868;0,1699;0,22904;0,11452;0,04049;0,02024;0,08201;0;0,14539;0;0;0;0,0421;0;0,02164;0,02263;0;0,0679;0,06899;0,0242;0,02464;0,02464;0;0;0;0;0,12804;0,02614;0,05227;0,10454;0,05227;0,05227;0,0534;0;0;0,10679;0,0273;0;0,02794;0,02794;0,22352;0,11176;0;0;0;0,05875;0;0;0;0;0;0,06036;0;0;0;0;0;0;0;0;0,03201;0,03201;0,03201;0,06402;0;0,06612;0,06612;0;0,13688;0,03422;0;0;0,10266;0,03422;0,13688;0;0,03422;0;0;0;0;0,03551;0;0;0;0;0;0;0;0;0;0,0386;0,0386;0;0;0;0,0386;0;0;0;0,12147;0;0;0,04049;0;0;0;0,04049;0,08098;0,04049;0;0,04268;0;0;0,04268;0,12804;0;0,04268;0,04268;0;0;0;0;0;0;0;0;0,04527;0;0;0;0;0;0,04527;0;0;0;0,18107;0,04527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04839;0,04839;0;0;0;0;0;0,09679;0;0,04839;0;0,09679;0,14518;0;0;0;0;0,04839;0;0;0;0;0,05227;0;0;0,10454;0;0;0;0;0;0;0,05227;0;0;0;0;0;0;0;0,05227;0;0;0;0;0;0;0;0,15681;0,10454;0,05227;0;0,05227;0,05726;0;0,05726;0;0;0;0;0,05726;0;0;0;0;0;0;0;0,05726;0,05726;0;0;0;0;0,05726;0;0;0,05726;0;0;0;0;0;0;0,05726;0;0;0,11452;0,17178;0;0,11452;0;0;0,05726;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05726;0;0;0;0;0;0;0;0;0;0;0;0
Jourová;0,08131;0,02582;0,06993;0;0,04428;0,07778;0,02462;0,03835;0;0;0,02817;0,01577;0;0,0488;0;0,08198;0,03306;0;0;0;0;0;0,01808;0;0,03689;0,03689;0;0,09517;0,07698;0,05774;0,06124;0;0,04134;0;0,02094;0;0,04245;0,02122;0,02122;0;0;0,06847;0;0,04564;0,04637;0;0,02485;0;0;0;0,02582;0;0,05164;0;0;0,02635;0,0527;0,02635;0,02692;0;0;0,05384;0;0;0,02817;0;0,08452;0,02817;0;0;0,02887;0,02962;0;0;0;0;0;0;0,03043;0;0;0,03131;0;0;0;0;0;0;0;0;0;0;0,03333;0;0,10351;0;0;0;0,0345;0;0,10351;0;0;0;0;0;0;0;0;0,03727;0;0;0,03892;0;0,03892;0;0;0;0;0;0;0;0,03892;0;0;0;0,04082;0;0;0;0;0;0;0;0,04082;0,04082;0;0;0;0;0;0,04303;0;0,04303;0;0;0,04303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0488;0;0;0;0,10541;0;0;0;0;0;0;0;0,0527;0;0;0;0;0;0;0;0;0;0;0;0;0,10541;0;0;0;0;0;0;0,15811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05774;0;0;0;0;0;0,05774;0;0;0;0;0;0;0;0;0;0;0;0;0,05774;0,05774;0;0,05774;0;0;0;0;0;0;0;0;0;0;0;0;0,05774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gott;0,01741;0;0,02032;0;0,03378;0,0226;0;0,026;0,02694;0;0;0;0;0;0;0,01668;0,03362;0;0;0;0,01821;0,01821;0;0,01857;0;0,01876;0;0,01936;0,01957;0;0,02076;0,02076;0;0;0;0;0;0;0,02159;0;0;0;0;0;0;0;0;0;0;0;0;0;0,02626;0;0;0,0268;0;0,0268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,06565;0,03283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,07284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04152;0;0;0;0;0;0;0;0;0;0;0,04377;0,04377;0;0;0;0;0;0;0,26261;0;0;0,04377;0;0;0;0;0;0;0;0,04642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04963;0;0;0;0,04963;0,04963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05361;0;0;0,05361;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05872;0,05872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Putin;0,01353;0,01361;0;0,0223;0;0,01171;0,03892;0;0;0,05836;0;0,01663;0,01675;0,06858;0;0;0;0;0;0;0;0;0,01906;0;0;0;0;0;0;0;0,02152;0;0;0;0,02208;0,02208;0;0;0;0,023;0,023;0,02406;0;0;0;0,02572;0;0;0;0;0,02722;0;0,02722;0,02778;0;0;0;0;0;0;0;0;0;0;0;0,0297;0;0;0;0;0;0,03122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,03637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,06086;0;0;0;0;0,06804;0;0;0;0;0;0;0;0;0
Masaryk;0,00919;0,01387;0,05365;0;0,02378;0,07161;0;0,04119;0,04268;0,0446;0,01513;0;0;0,01747;0;0,05284;0,07102;0;0,01821;0;0;0,01923;0,01942;0,01961;0,01981;0,01981;0;0,04089;0,08269;0,04134;0;0;0,02221;0,0225;0,04499;0;0;0;0,0228;0;0,02344;0;0;0;0;0;0;0;0;0;0;0;0,05547;0;0;0,02831;0;0,08492;0;0;0;0;0;0;0;0;0,06052;0;0;0;0;0,06363;0;0;0;0;0;0;0;0;0;0;0;0;0;0,03363;0,03467;0;0;0;0;0,03581;0;0;0;0;0;0;0,03706;0,03706;0,11119;0,03706;0,03706;0;0;0;0;0;0;0;0;0;0,04181;0;0;0;0;0;0,04181;0,04181;0;0;0;0;0,04385;0;0,08771;0;0;0,04385;0;0;0;0;0,04385;0;0;0;0;0;0;0,04623;0;0,04623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05241;0;0;0;0,10483;0,05241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,06202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,06202;0,06202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Johnson;0,02299;0,01387;0,03219;0;0,03567;0,03581;0,01322;0,01373;0;0,02974;0;0;0;0;0,03522;0,03522;0,05327;0;0,01821;0;0,01923;0;0,01942;0,05883;0;0,01981;0,02023;0,02045;0,04134;0;0;0;0,04441;0;0,0225;0;0;0;0,0228;0;0;0;0;0;0;0;0;0;0,0272;0,05439;0,02774;0;0,02774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,06727;0;0,03467;0;0;0;0;0;0;0;0,07412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04623;0;0;0,04623;0;0,09245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04903;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05241;0;0;0;0,05241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,11323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,06202;0;0;0;0;0;0;0;0;0;0;0,06202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Macron;0,04178;0,021;0,05418;0,01147;0,01201;0,07231;0,12016;0,02773;0,05747;0,07506;0;0,11975;0,39643;0,12349;0,01778;0,05335;0,07171;0,01808;0;0,01906;0,01942;0,01942;0;0;0,04001;0,02;0,36765;0,06194;0,06262;0,04175;0,06642;0;0,02242;0;0,02272;0;0,18416;0;0;0;0,02367;0,02475;0,07426;0,02475;0,02515;0,02646;0;0,02695;0;0;0;0;0,05601;0;0;0;0,05717;0;0,0292;0;0;0,0584;0;0;0,03056;0;0,06111;0,06111;0;0;0;0,257;0;0;0;0,033;0;0;0,033;0;0;0;0;0;0;0;0;0;0,03501;0,03501;0;0;0,03616;0;0,03742;0;0,03742;0;0;0;0,07485;0;0;0;0;0;0;0,03884;0;0;0,08085;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04428;0;0;0;0;0;0;0;0;0,04428;0,04428;0,04428;0;0,04668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04951;0;0;0;0;0;0;0;0;0;0;0,04951;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05293;0;0;0;0;0;0,15878;0;0,05293;0;0;0;0;0;0;0;0,05293;0;0;0;0;0;0;0;0;0;0;0,11433;0;0;0;0;0;0;0;0;0;0;0;0;0,05717;0;0;0;0;0;0;0;0;0,05717;0;0,05717;0,06262;0;0;0;0;0;0;0;0;0;0;0,18787;0;0;0;0;0;0;0;0;0;0,06262;0;0;0,06262;0;0;0;0;0;0;0;0;0;0;0,06262;0;0,12524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fiala;0,07501;0,02828;0,04377;0,01159;0,06063;0,04869;0;0,014;0,01451;0;0,06172;0;0;0,01782;0,14368;0,01796;0,03621;0;0,01857;0;0,01961;0,05883;0;0;0;0;0;0;0,06325;0,04216;0;0,02236;0;0;0,02294;0;0;0,02325;0,02325;0;0,07171;0;0;0,025;0;0,02673;0;0;0;0,13868;0;0;0,02828;0;0,05774;0;0;0,05774;0;0;0;0;0,03015;0,03015;0;0,06172;0,03086;0;0;0;0;0;0;0;0;0,06667;0,06667;0;0;0,03333;0;0;0;0;0;0,1029;0,03536;0;0;0;0;0,07303;0,03651;0;0;0,0378;0;0;0;0,07559;0;0;0;0,03922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04264;0;0;0;0;0,04264;0;0;0;0;0,04472;0;0;0;0;0;0;0;0,18856;0;0;0;0;0,04714;0;0;0,04714;0;0;0,04714;0;0,04714;0,04714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1069;0;0;0,05345;0,1069;0;0;0;0,05345;0;0;0;0;0;0;0;0,05345;0;0;0,05774;0;0;0;0;0;0;0,17321;0;0;0;0,05774;0;0;0;0;0;0;0,11547;0;0;0;0;0;0;0;0;0,05774;0;0;0;0;0;0;0;0;0;0;0;0;0,06325;0;0;0;0;0;0;0,06325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,06325;0;0;0,06325;0,06325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,06325;0;0;0;0;0;0;0;0;0;0;0;0
Toman;0,00947;0,02143;0,06633;0;0,03675;0,11066;0;0,02829;0;0,03063;0,01559;0;0,01758;0,018;0,01814;0,127;0,12804;0,03689;0;0;0,01981;0;0,04001;0;0;0,06122;0;0,08425;0,08518;0,06389;0,02259;0;0,04575;0;0,0927;0;0;0,02349;0,02349;0;0,02415;0,05051;0;0,07576;0,07697;0;0;0,02749;0;0;0;0;0;0;0;0;0,08748;0;0,02979;0;0;0,08936;0;0;0,03117;0;0,09352;0,09352;0;0;0,03194;0,03277;0;0;0;0;0;0,03367;0;0;0;0,03465;0;0;0;0;0;0;0;0;0;0;0;0;0,03818;0;0;0;0,07636;0;0,15272;0;0;0;0;0;0;0;0;0,04124;0;0;0,04307;0;0;0;0;0,04307;0;0;0;0;0,04307;0;0;0;0,04518;0;0;0;0;0;0;0,04518;0,04518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,06389;0;0;0;0;0;0,06389;0;0;0;0;0;0;0;0;0;0,06389;0;0;0,12778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
