;Babiš;Zeman;Schillerová;Okamura;Hamáček;Havlíček;Salvini;Maláčová;Havel;Trump;Klaus;Le Pen;Merkelová;Orbán;Kalousek;Brabec;Vojtěch;Jourová;Gott;Putin;Masaryk;Johnson;Macron;Fiala;Hřib;Toman;Juncker;Kreml;Dostálová;Benešová;Petříček;Palach;von der Leyen;Kubera;Plaga;Čaputová;Soros;David;Ťok;Soukup;Moravec;Staněk;Nováková;Wilderse;Sobotka;Zahradil;Michálek;Šmarda;Koněv;Bartoš;Erdogan;Pellegrini;Hitler;Dvořák;Vondráček;Morawiecki;Staňka;Beneš;Novák;Filip;Horáková;Charanzová;Faltýnek;Feri;Šojdrová;Schwarzenberg;Dzurilla;Dlabajová;Scheinherr;Hrnčíř;Hlaváček;Makron;Vystrčil;Kellner;Zdechovský;Volný;Blaško;Čunek;Mynář;Kramář;Zaorálek;Jaklo;Mayová;Novotný;Skopeček;Duka;Komenský;Polčák;Svoboda;Ondráček;Válková;Smoljak;Pospíšil;Metnar;Klaus ml;Thunberg;Timmermans;Prouza;Hnilička;Němcová;Nacher;černý;Baťa;Rakušan;Niedermayer;Čižinský;Chramostová;Tusk;Gajdůšková;Dostál;Wilder;Czernin;Bakala;Foldyna;Opat;Jágr;Doležal;Horák;Němec;Stalin;Veselý;Juříček;Jerman;Peksa;Lasvignes;Cook;Hlubuček;Kovanda;Kobza;M;Heydrich;Koudelka;Středula;Morawieckiego;Kněžínek;Telička;Stanjura;Sehnalová;Schubert;Weber;Bettel;Bárta;B;Výborný;Mátl;Rozner;Farage;Baxa;Gottem;Benda;Pavel;P;š;Tošenovský;Pupavová;DICKFELD;Lukeš;Pošarová;Čermák;Zima;Jarolím;Valenta;Semín;král;Ježek;Rychetský;Kolaja;Trestík;Adamowicz;Bělobrádek;Jakl;Dopita;Běrsko;Hahnová;Henner;Paul;Vašíček;Vostenak;Mitterwald;NOS;Schmeidler;Poche;Ovčáček;Nečas;Bartha;Szijjártó;Gregorová;Opletal;Hilšer;Sáblíková;Jelínek;Zažímalová;Arajma;May;Janda;Rath;Zelenský;Konečná;Špidlík;Vondra;Špidla;Plenković;Kuciak;Albright;Schäuble;Navrátil;Brežněv;Balda;Šarocha;Gazdík;Farský;Zikmund;Lukl;Brada;Paroubek;Kovář;Šaroch;Stehlík;Jakeš;Závodský;Giuliani;Jílková;Vestager;Vorlíček;Winton;Guaidó;Michel;Adamová;Pekarová;Vildumetzová;Štětina;Kraus;Kundera;Čunka;Poc;Kroupa;Burešová;Kretschmer;Hus;Topolánek;Šefčovič;Suchý;Majerová;H;Palacký;Bartošek;kurz;Juchelka;Farewell;Tesař;Václavec;Lhoťan;Macháčkem;Luzar;Dlouhý;Reagan;Fico;Lux;Pithart;Erdoğan;Charanzov;Zaeva;Pokorný;Seluckou;Horská;Pík;Gross;Verhofstadt;Hanuš;Ćwioro;Dobšík;Fajt;Krutílek;Míle;Onderka;Grospič;Cimrman;Diallo;Chauhan;Mrázek;Charvát;Mitrofanova;Strache;Bradáčová;Stránský;Benešův;Fridrich;Švejk;Vrecion;Čapka;Polák;Semína;Robinson;Koněvovi;Zelenskym;Gerlocha;Dancilaovou;Dienstbier;Růžička;Burlac
Klaus;0,00016;0,00036;0,00029;0,00032;0,00026;0,00035;0;0,00035;0,001;0;0;0;0,00036;0,00038;0,00019;0,00019;0,00039;0,0004;0;0;0,00023;0;0;0,00095;0;0,00024;0,00051;0,00078;0,00106;0,00079;0;0,0003;0;0;0,00094;0;0;0,00032;0;0;0;0,00112;0;0;0,00038;0;0,00044;0;0;0;0;0;0;0;0,0005;0,0005;0,0005;0,0005;0;0,00052;0;0;0,00054;0,00162;0;0,00113;0,0017;0;0;0;0,00119;0;0;0,00063;0,00063;0;0;0;0;0;0,0007;0,0007;0;0;0,0007;0,00149;0;0,00149;0;0;0,00159;0,00079;0;0,0017;0,00255;0;0;0;0;0,00085;0,00085;0;0;0;0;0;0;0;0;0,00099;0;0;0;0;0,00108;0,00108;0;0;0;0;0,00108;0;0,00108;0;0;0,00119;0;0;0,00119;0;0;0,00119;0;0;0,00119;0;0,00132;0;0;0;0,00132;0,00132;0;0;0;0;0,00132;0,00132;0;0,00132;0,00132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0017;0;0;0;0;0,00198;0;0;0,00198;0;0;0;0;0;0;0;0;0;0,00198;0;0;0;0,00198;0;0;0,00198;0;0;0;0;0,00198;0;0;0,00198;0;0;0;0;0;0;0;0;0;0;0;0;0,00238;0;0;0;0;0;0;0,00714;0;0;0;0;0;0,00238;0;0;0,00476;0;0;0;0;0;0;0;0;0;0;0;0,00476;0;0,00238;0,00238;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00238;0;0;0;0;0;0;0;0;0;0;0;0
Le Pen;8E-05;7E-05;0;0,0015;0,00011;0;0,00611;0;0;0,00017;0;0;0,00226;0,00284;0;0;0;0,00025;0;0,00028;0;0;0,00205;0;0;0;0,00254;0;0;0;0;0;0,00077;0;0;0;0,00242;0,00403;0;0,00043;0,00043;0,00047;0;0,01306;0;0;0;0;0;0;0,0006;0;0,0006;0,00062;0;0;0;0,00062;0;0;0;0;0;0;0;0;0;0;0;0,00448;0;0,00157;0;0;0;0,00083;0,00746;0;0;0;0;0;0;0,00527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01368;0;0,00136;0;0;0;0,00814;0,00814;0;0,00136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00995;0;0;0;0;0;0;0;0,00332;0;0;0;0;0;0;0;0,01119;0,01119;0,01119;0,01119;0,01119;0;0;0;0;0;0;0;0;0;0;0;0,00213;0,01279;0,01279;0,01279;0,01279;0,01279;0,01279;0,01279;0,01279;0,01279;0,01279;0;0;0;0;0,00213;0;0;0;0;0;0;0;0;0;0;0;0,00213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00249;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00299;0;0;0,00299;0,00299;0;0;0;0;0;0;0;0;0;0;0;0;0
Merkelová;0,00012;0,0003;0,00018;0,00041;0,00022;0,00034;0,00234;0;0,00032;0,00035;0,00036;0,00226;0;0,00168;0;0,00024;0,0005;0;0;0,00028;0;0;0,00683;0;0;0,00031;0,00838;0,00033;0,00034;0,00067;0,00038;0;0,00155;0;0;0,0004;0,00532;0,00041;0;0;0;0;0;0,00095;0;0,00054;0;0;0;0;0;0,00121;0,00061;0;0;0;0;0;0,00066;0;0;0,00132;0;0;0,00144;0;0,00072;0,00144;0;0;0;0,00239;0;0;0,0008;0,00084;0,00168;0;0;0;0;0;0;0;0;0;0;0,00095;0,00095;0;0;0;0,00101;0;0;0;0,00108;0;0;0;0,00108;0;0;0;0;0;0;0,00233;0;0;0,00253;0;0;0;0;0,00413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00152;0,00152;0;0,00168;0;0,00168;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00189;0;0;0;0;0;0;0;0;0;0;0,00189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00216;0;0;0,00433;0;0;0;0;0,00216;0;0;0;0;0;0;0;0,00216;0;0,00216;0;0;0;0;0;0;0,00505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00253;0;0,00253;0;0,00303;0;0;0;0;0;0;0;0;0;0,00606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00303;0;0;0;0;0;0;0;0;0;0;0,00303;0;0;0;0;0;0,00606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Orbán;0,0001;0,00016;0,00048;0,00032;0,00023;0,00071;0,00231;0,00031;0,0005;0,00055;0,00038;0,00284;0,00168;0;0;0,00051;0,00156;0,00079;0;0,00118;0,00031;0;0,00218;0,00032;0,00032;0,00032;0,00203;0,00138;0,00106;0,00106;0;0,0004;0,00041;0;0,00084;0;0,00172;0,00086;0;0;0,00045;0,00099;0;0,00248;0,00051;0,00057;0,00059;0;0;0;0,00127;0,00508;0;0,00066;0;0,00463;0,00066;0;0,00069;0;0;0,00069;0;0,00072;0;0;0,00076;0,00076;0;0;0;0,00251;0;0;0;0,00088;0,00176;0,00176;0;0,00093;0;0;0;0;0;0;0;0;0;0;0,00106;0;0,00106;0,00113;0;0;0;0;0,00113;0;0,00113;0;0,00113;0;0;0;0;0;0;0;0,00265;0;0;0;0;0,00289;0;0;0;0,00144;0;0;0;0;0;0,00159;0,00159;0,00159;0;0;0;0;0;0;0;0;0;0;0;0,00176;0;0;0;0;0,00176;0;0,00353;0;0;0,00176;0,00176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00227;0,00227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00227;0;0;0;0;0;0;0;0,01058;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00265;0;0;0;0;0;0;0;0,00635;0;0;0;0;0;0;0,00635;0;0,00317;0;0;0;0;0;0;0;0;0;0;0;0;0,00317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00317;0,00317;0;0;0;0;0;0;0;0;0;0;0;0;0
Kalousek;0,00034;0;0,00029;0,00022;0,00047;0,00012;0;0,00016;0;0,00019;0,00019;0;0;0;0;0,00026;0,00026;0;0;0;0;0,00062;0,00032;0,00258;0;0,00033;0;0,00035;0,00036;0;0,0004;0;0;0;0;0;0;0;0;0;0,00046;0;0;0;0,00052;0,00058;0,00119;0,00119;0;0,0031;0;0;0;0;0,00067;0;0,00067;0,00067;0;0;0;0;0,00073;0,00073;0;0,00154;0;0;0;0;0;0;0;0;0,00085;0;0;0;0;0;0;0;0;0;0,0019;0;0;0;0;0,00108;0;0;0;0;0,00115;0;0;0;0;0;0;0;0;0,00124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00147;0;0;0;0;0;0;0;0;0;0,00161;0;0;0;0,00179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00323;0;0;0;0,00323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brabec;0,00018;0,00012;0,00164;0;0,00059;0,00275;0;0,00063;0,00034;0,00056;0,00019;0;0,00024;0,00051;0,00026;0;0,00344;0,00134;0,00028;0;0,00093;0,00062;0,00095;0,00032;0,00165;0,0023;0,00034;0,00456;0,00323;0,00215;0,00121;0;0,00248;0;0,00212;0;0;0;0,00044;0;0,00046;0,00101;0,0005;0;0,00156;0,00058;0,0006;0,0006;0;0;0;0,00065;0;0;0,00134;0,00067;0,00134;0,00134;0,0007;0;0;0,0014;0;0;0,00154;0;0,00384;0,00154;0;0;0,00081;0,00085;0;0;0;0;0;0;0;0;0,00095;0;0;0;0;0;0,00101;0,00101;0,00101;0;0,00108;0;0,00215;0,00461;0;0;0;0;0,0023;0;0,00576;0;0,00115;0;0;0;0;0,00124;0;0,00134;0;0;0,00147;0;0;0;0;0;0;0;0;0;0,00147;0;0;0,00161;0;0;0;0,00161;0;0;0,00161;0;0,00323;0,00161;0,00179;0,00179;0;0;0;0;0,00179;0;0,00179;0;0;0;0;0;0;0;0;0,00202;0;0;0;0;0;0,00202;0;0;0;0,00403;0,00202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0023;0;0;0,00461;0;0;0;0;0;0;0;0,00461;0;0;0;0;0,0023;0;0;0,00269;0;0;0;0;0;0;0;0;0;0;0;0,00269;0;0;0,00269;0;0;0;0;0;0;0;0;0;0;0,00269;0;0;0,00538;0,00269;0;0,00269;0;0,00323;0;0;0;0;0,00323;0;0;0;0;0;0;0,00323;0;0;0;0;0;0;0;0,00323;0;0;0;0;0;0,00645;0;0;0;0;0;0;0;0,00323;0;0,00645;0,00323;0;0,00323;0;0;0;0;0,00323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vojtěch;0,00014;4E-05;0,00196;0;0,00072;0,00291;0;0,00064;0,00104;0,00075;0,00039;0;0,0005;0,00156;0,00026;0,00344;0;0,00055;0,00057;0;0,00126;0,00095;0,00129;0,00066;0,00201;0,00234;0,00035;0,00321;0,00437;0,00219;0,00082;0,00041;0,00168;0;0,00302;0;0;0;0,00089;0;0,00047;0,00051;0,00154;0;0,00159;0,00059;0,00061;0,00061;0;0;0;0,00328;0;0,00068;0,00137;0,00273;0,00137;0,00137;0,00143;0;0;0,00285;0,00075;0;0,00078;0,00078;0,00625;0,00312;0;0;0;0,00173;0;0;0;0;0;0,00182;0;0;0;0;0;0;0;0,00102;0,00102;0,00102;0,00205;0;0,00219;0;0,00219;0,00468;0;0,00117;0;0;0,00351;0,00117;0,00468;0;0,00117;0;0;0;0;0,00126;0;0;0;0;0;0;0;0,00149;0;0;0,00149;0;0;0;0,00149;0;0;0,00492;0;0;0;0,00164;0;0;0,00164;0;0,00328;0,00164;0;0,00182;0;0;0,00182;0,00546;0,00182;0;0,00182;0;0;0;0;0;0;0;0;0,00205;0;0;0;0;0;0,00205;0;0;0;0,0082;0,00205;0;0;0;0;0,00234;0;0;0;0;0;0;0;0;0;0;0;0,00234;0;0;0,00468;0;0;0;0;0,00234;0;0,00468;0,00703;0;0;0;0;0,00234;0;0;0;0,00273;0;0;0,00546;0;0;0;0;0;0;0;0,00273;0;0;0;0;0;0;0;0;0,00273;0;0;0;0;0,00546;0;0;0,0082;0,00273;0;0,00273;0;0,00328;0,00328;0;0,00328;0;0;0;0;0;0;0;0;0,00328;0,00328;0;0;0;0;0;0;0,00328;0;0;0;0;0;0,00328;0;0;0;0;0;0;0;0,00328;0;0,00984;0,00656;0;0,00656;0;0;0;0;0,00328;0;0;0;0;0;0;0;0;0,00328;0;0;0;0;0;0;0;0;0;0;0;0
Jourová;0,00035;0,00017;0,0007;0;0,00049;0,00086;0,0003;0,00049;0;0;0,0004;0,00025;0;0,00079;0;0,00134;0,00055;0;0;0;0;0;0,00033;0;0,00068;0,00068;0;0,00181;0,00148;0,00111;0,00125;0;0,00085;0;0,00044;0;0,0009;0,00045;0,00045;0;0;0,00156;0,00104;0;0,00108;0;0,00062;0;0;0;0,00067;0,00133;0;0;0;0,00069;0,00139;0,00069;0,00072;0;0;0,00145;0;0;0,00079;0;0,00238;0,00079;0;0;0,00083;0,00088;0;0;0;0;0,00093;0;0;0;0,00098;0;0;0;0;0;0;0;0;0;0;0;0,00111;0,00357;0;0;0;0;0,00119;0;0,00357;0;0;0;0;0;0;0;0;0,00139;0;0;0,00152;0;0,00152;0;0;0;0;0;0;0;0,00152;0;0;0,00167;0;0;0;0;0;0;0;0;0,00167;0,00167;0;0;0;0;0;0,00185;0;0;0,00185;0;0,00185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00238;0;0;0;0,00556;0;0;0;0;0;0,00278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00556;0;0;0;0;0;0;0,00833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00333;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00333;0;0;0;0;0;0;0;0;0;0,00333;0,00333;0;0,00333;0;0;0;0;0;0;0;0;0;0,00333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gott;8E-05;0;0,00021;0;0,00038;0,00026;0;0,00034;0,00036;0;0;0;0;0;0;0,00028;0,00057;0;0;0;0,00033;0,00033;0;0,00034;0,00035;0;0;0,00037;0,00038;0;0,00043;0,00043;0;0;0;0;0;0;0,00047;0;0;0;0;0;0;0;0;0;0;0;0;0,00069;0;0;0;0,00072;0;0,00072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00216;0,00108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00172;0;0;0;0;0;0;0;0;0;0;0;0,00192;0,00192;0;0;0;0;0;0,01149;0;0;0,00192;0;0;0;0;0;0;0;0,00216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00246;0;0;0;0;0;0;0,00246;0,00246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00287;0;0;0,00287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00345;0;0;0,00345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Putin;6E-05;9E-05;0;0,00025;0;0,00014;0,00051;0;0;0,00085;0;0,00028;0,00028;0,00118;0;0;0;0;0;0;0;0;0,00036;0;0;0;0;0;0;0;0,00046;0;0;0;0,00049;0,00049;0;0;0;0,00053;0,00053;0,00058;0;0;0;0,00066;0;0;0;0;0,00074;0,00074;0;0,00077;0;0;0;0;0;0;0;0;0;0;0;0,00088;0;0;0;0;0;0,00097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0037;0;0;0;0,00463;0;0;0;0;0;0;0;0;0
Masaryk;4E-05;0,0001;0,00058;0;0,00028;0,00085;0;0,00057;0,00061;0,00066;0,00023;0;0;0,00031;0;0,00093;0,00126;0;0,00033;0;0;0,00037;0,00038;0,00038;0,00039;0,00039;0;0,00084;0,00171;0,00085;0;0;0,00049;0,00051;0,00101;0;0;0;0,00052;0;0,00055;0;0;0;0;0;0;0;0;0;0;0,00154;0;0;0;0,0008;0;0,0024;0;0;0;0;0;0;0;0;0,00183;0;0;0;0;0,00202;0;0;0;0;0;0;0;0;0;0;0;0;0,00113;0,0012;0;0;0;0;0,00128;0;0;0;0;0;0;0;0,00137;0,00137;0,00412;0,00137;0,00137;0;0;0;0;0;0;0;0;0;0,00175;0;0;0,00175;0;0;0;0,00175;0;0;0;0;0,00192;0,00385;0;0;0;0,00192;0;0;0;0;0,00192;0;0;0;0;0;0;0,00214;0;0;0,00214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00275;0;0;0;0;0;0;0,00549;0,00275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00385;0;0;0,00385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Johnson;0,00011;0,0001;0,00035;0;0,00042;0,00043;0,00017;0,00019;0;0,00044;0;0;0;0;0,00062;0,00062;0,00095;0;0,00033;0;0,00037;0;0,00038;0,00115;0,00039;0;0,00041;0,00042;0,00085;0;0;0;0,00099;0;0,00051;0;0;0;0,00052;0;0;0;0;0;0;0;0;0;0,00074;0,00148;0,00077;0,00077;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00226;0;0;0,0012;0;0;0;0;0;0;0;0,00275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00214;0,00214;0;0;0;0;0,00427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00275;0;0;0;0;0;0;0,00275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Macron;0,00019;0,00015;0,00059;0,00013;0,00014;0,00087;0,0016;0,00038;0,00083;0,00113;0;0,00205;0,00683;0,00218;0,00032;0,00095;0,00129;0,00033;0;0,00036;0,00038;0,00038;0;0;0,0004;0,0008;0,00751;0,00128;0,00131;0,00087;0,00147;0;0,0005;0;0,00052;0;0,00424;0;0;0;0,00056;0,00061;0,00061;0,00184;0,00063;0,0007;0;0,00073;0;0;0;0,00157;0;0;0;0;0,00163;0;0,00085;0;0;0,00171;0;0;0,00093;0;0,00187;0,00187;0;0;0;0,00826;0;0;0;0,00109;0,00109;0;0;0;0;0;0;0;0;0;0;0,00123;0,00123;0;0;0;0,00131;0,0014;0;0;0,0014;0;0;0;0,0028;0;0;0;0;0;0;0,00151;0;0;0,00327;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00196;0;0;0;0;0;0;0;0,00196;0;0,00196;0,00196;0;0,00218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00245;0;0;0;0;0;0;0;0;0;0;0,00245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0028;0;0;0,0084;0;0;0;0;0,0028;0;0;0;0;0;0;0;0,0028;0;0;0;0;0;0;0;0;0,00654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00327;0;0;0;0;0;0;0;0,00327;0;0,00327;0;0,00392;0;0;0;0;0;0;0;0;0;0,01176;0;0;0;0;0;0;0;0;0;0,00392;0;0;0;0;0;0,00392;0;0;0;0;0;0;0;0;0;0,00392;0,00784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fiala;0,00035;0,0002;0,00048;0,00013;0,00074;0,00059;0;0,0002;0,00021;0;0,00095;0;0;0,00032;0,00258;0,00032;0,00066;0;0,00034;0;0,00038;0,00115;0;0;0;0;0;0;0,00133;0,00089;0;0,0005;0;0;0,00053;0;0;0,00054;0,00054;0;0,00171;0;0,00062;0;0;0,00071;0;0;0;0,00385;0;0,0008;0;0;0,00167;0;0;0,00167;0;0;0;0;0,00091;0,00091;0;0,0019;0,00095;0;0;0;0;0;0;0;0;0,00222;0;0;0,00111;0;0;0;0;0;0,00353;0,00125;0;0;0;0;0,00267;0;0,00133;0;0,00286;0,00143;0;0;0;0,00286;0;0;0;0,00154;0;0;0;0;0;0;0;0;0;0;0;0,00182;0;0;0;0;0;0;0;0,00182;0;0;0;0;0,002;0;0;0;0;0;0;0;0,00889;0;0;0;0,00222;0,00222;0;0;0;0;0;0,00222;0;0,00222;0,00222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00571;0,00571;0;0;0,00286;0;0;0;0,00286;0;0;0;0;0;0;0;0,00286;0;0,00333;0;0;0;0;0;0;0;0,01;0;0;0;0;0;0,00333;0;0;0;0;0;0,00667;0;0;0;0;0,00333;0;0;0;0;0;0;0;0;0;0;0;0;0,004;0;0;0;0;0;0;0;0,004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004;0;0,004;0;0,004;0;0;0;0;0;0;0;0;0;0;0;0;0,004;0;0;0;0;0;0;0;0;0;0;0;0
Hřib;0,00013;0,0001;0,00073;0;0,00045;0,00106;0;0;0,00043;0;0;0;0;0,00032;0;0,00165;0,00201;0,00068;0,00035;0;0,00039;0,00039;0,0004;0;0;0,00125;0,00043;0,00222;0,00136;0,00136;0;0;0,00105;0,00107;0,00107;0;0;0;0,00055;0;0;0;0,00064;0;0,00066;0;0,00076;0;0;0;0;0,00082;0;0;0;0,00085;0;0,00085;0,00089;0;0;0,00089;0;0;0,00097;0;0;0,00097;0,00204;0;0,00204;0,00107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00128;0;0;0;0,00136;0;0,00136;0,00292;0;0;0;0;0,00146;0;0,00437;0;0;0;0;0,00157;0;0;0;0;0;0;0,00186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00204;0;0,00204;0;0;0;0;0;0;0;0;0;0;0;0;0,00227;0;0,00454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00255;0;0;0;0,0051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0068;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0034;0;0,0034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00408;0;0;0;0;0;0;0;0,00408;0;0;0;0;0;0,00408;0;0;0;0;0;0;0;0;0;0,00816;0;0;0;0;0;0;0;0,00408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
